"age","government_work","education","marital_status","occupation","relationship","ethnicity","gender","capital_gain","capital_loss","hours_per_week","income","country"
26,"Private","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,0,65,"<=50K","United States"
45,"Private","Masters","Never married","Prof specialty","Not in family","White","Female",0,0,40,"<=50K","United States"
23,"Private","Assoc to acdm","Never married","Other service","Not in family","White","Male",0,0,40,"<=50K","United States"
39,"State gov","HS to grad","Divorced","Adm clerical","Unmarried","White","Female",0,0,40,"<=50K","United States"
45,"Self emp not inc","Doctorate","Married civ spouse","Prof specialty","Husband","White","Male",15024,0,40,">50K","United States"
51,"Local gov","Masters","Married civ spouse","Prof specialty","Husband","White","Male",15024,0,40,">50K","United States"
22,"Private","HS to grad","Never married","Handlers cleaners","Own child","White","Male",0,0,40,"<=50K","United States"
67,NA,"7th to 8th","Divorced",NA,"Not in family","White","Male",0,0,3,"<=50K","United States"
28,"Private","HS to grad","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,"<=50K","United States"
23,"Private","Some to college","Never married","Other service","Unmarried","White","Female",0,0,25,"<=50K","United States"
33,"Private","HS to grad","Married civ spouse","Other service","Husband","Black","Male",0,0,35,"<=50K","United States"
37,"Private","Assoc to voc","Married civ spouse","Tech support","Husband","White","Male",0,0,43,"<=50K","United States"
19,"Private","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
90,NA,"1st to 4th","Widowed",NA,"Not in family","Black","Female",0,0,40,"<=50K","United States"
35,"Private","11th","Married civ spouse","Farming fishing","Husband","White","Male",0,0,40,"<=50K","United States"
20,NA,"Some to college","Never married",NA,"Own child","White","Female",0,0,15,"<=50K","United States"
25,"Private","HS to grad","Never married","Other service","Not in family","White","Male",0,0,40,"<=50K","United States"
21,"Private","HS to grad","Never married","Craft repair","Other relative","White","Male",0,0,40,"<=50K","United States"
32,"Private","Some to college","Never married","Other service","Own child","White","Male",0,0,35,"<=50K","United States"
32,"Local gov","Bachelors","Married civ spouse","Prof specialty","Wife","White","Female",5013,0,45,"<=50K","United States"
70,"Local gov","HS to grad","Widowed","Adm clerical","Not in family","White","Female",0,0,12,"<=50K","United States"
65,NA,"10th","Married civ spouse",NA,"Husband","White","Male",9386,0,50,">50K","United States"
57,"Private","11th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
31,"Private","Some to college","Never married","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
37,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,60,">50K","United States"
34,"Private","HS to grad","Divorced","Other service","Unmarried","White","Female",0,0,36,"<=50K","United States"
26,"Self emp not inc","Some to college","Married civ spouse","Farming fishing","Husband","White","Male",0,0,78,"<=50K","United States"
44,"Private","Some to college","Married civ spouse","Sales","Husband","White","Male",0,0,48,"<=50K","United States"
66,"Private","7th to 8th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
39,"Local gov","HS to grad","Divorced","Craft repair","Unmarried","White","Female",0,0,40,"<=50K","United States"
31,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,">50K","United States"
53,"Private","Assoc to voc","Married civ spouse","Tech support","Husband","White","Male",0,0,40,">50K","United States"
36,"Private","HS to grad","Married civ spouse","Machine op inspct","Wife","White","Female",0,0,50,"<=50K","United States"
61,"Private","9th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
43,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,40,">50K","United States"
38,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,"<=50K","United States"
27,"Private","HS to grad","Married civ spouse","Handlers cleaners","Husband","Amer Indian Eskimo","Male",0,0,8,"<=50K","United States"
58,"Local gov","9th","Divorced","Other service","Not in family","White","Female",0,0,40,"<=50K","United States"
56,"Private","7th to 8th","Married civ spouse","Craft repair","Husband","White","Male",0,0,26,"<=50K","United States"
36,"Private","Some to college","Separated","Exec managerial","Not in family","White","Male",0,0,60,">50K","United States"
29,"Private","HS to grad","Never married","Craft repair","Not in family","Black","Male",0,0,40,"<=50K","United States"
28,"Private","10th","Never married","Transport moving","Unmarried","White","Male",0,0,30,"<=50K","United States"
61,"Self emp not inc","Doctorate","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
66,"Self emp not inc","9th","Married civ spouse","Farming fishing","Husband","White","Male",0,0,25,">50K","United States"
31,"Private","Some to college","Married civ spouse","Farming fishing","Husband","White","Male",7298,0,50,">50K","United States"
21,"Private","Assoc to acdm","Never married","Other service","Own child","White","Female",0,0,40,"<=50K","United States"
67,"Self emp not inc","HS to grad","Married civ spouse","Transport moving","Husband","White","Male",6418,0,58,">50K","United States"
26,"Private","HS to grad","Widowed","Transport moving","Not in family","White","Male",0,0,40,"<=50K","United States"
21,"Private","Some to college","Never married","Craft repair","Not in family","White","Male",0,0,50,"<=50K","United States"
33,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
33,"Private","HS to grad","Divorced","Other service","Unmarried","White","Female",0,0,32,"<=50K","United States"
59,"State gov","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",10605,0,50,">50K","United States"
82,"Self emp inc","7th to 8th","Married civ spouse","Farming fishing","Husband","White","Male",0,0,50,"<=50K","United States"
34,"State gov","Doctorate","Married civ spouse","Prof specialty","Wife","White","Female",0,0,50,">50K","United States"
19,"Private","Some to college","Divorced","Other service","Own child","White","Female",0,0,40,"<=50K","United States"
57,"Self emp not inc","HS to grad","Married civ spouse","Exec managerial","Husband","White","Male",0,0,1,"<=50K","United States"
41,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",99999,0,50,">50K","United States"
55,"Private","10th","Married civ spouse","Other service","Husband","Black","Male",2580,0,40,"<=50K","United States"
27,"Private","Some to college","Never married","Handlers cleaners","Not in family","Black","Male",0,0,40,"<=50K","United States"
33,"Private","HS to grad","Never married","Craft repair","Not in family","White","Male",0,0,45,"<=50K","United States"
43,"State gov","Some to college","Divorced","Adm clerical","Not in family","Black","Male",0,0,50,">50K","United States"
72,"Federal gov","Some to college","Widowed","Tech support","Not in family","White","Female",0,0,16,"<=50K","United States"
68,"Self emp not inc","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,0,40,"<=50K","United States"
29,"Private","HS to grad","Separated","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
41,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,60,"<=50K","United States"
30,"Private","HS to grad","Married civ spouse","Protective serv","Husband","White","Male",0,0,40,"<=50K","United States"
31,"Private","Bachelors","Divorced","Other service","Not in family","Asian Pac Islander","Male",99999,0,70,">50K","United States"
32,"Private","Assoc to acdm","Separated","Exec managerial","Unmarried","White","Female",25236,0,50,">50K","United States"
56,"Private","HS to grad","Widowed","Sales","Not in family","White","Female",0,1974,40,"<=50K","United States"
39,NA,"Bachelors","Married civ spouse",NA,"Wife","White","Female",0,0,6,">50K","United States"
41,"State gov","Assoc to voc","Married civ spouse","Prof specialty","Husband","White","Male",0,0,35,">50K","United States"
48,"Private","HS to grad","Divorced","Adm clerical","Not in family","White","Female",0,0,40,"<=50K","United States"
66,"Self emp not inc","7th to 8th","Married civ spouse","Farming fishing","Husband","White","Male",0,0,48,"<=50K","United States"
25,"Self emp inc","Bachelors","Never married","Sales","Not in family","White","Female",0,0,50,"<=50K","United States"
31,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,1573,40,"<=50K","United States"
32,"Private","Assoc to acdm","Divorced","Sales","Not in family","White","Male",2597,0,48,"<=50K","United States"
51,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",7688,0,40,">50K","United States"
22,NA,"Some to college","Never married",NA,"Not in family","Black","Female",0,0,35,"<=50K","United States"
31,"Private","Prof to school","Married civ spouse","Prof specialty","Husband","White","Male",0,0,60,">50K","United States"
43,"Self emp not inc","HS to grad","Married civ spouse","Exec managerial","Wife","White","Female",0,0,40,"<=50K","United States"
42,"Private","Some to college","Never married","Transport moving","Unmarried","Black","Female",0,0,40,"<=50K","United States"
20,"State gov","HS to grad","Never married","Other service","Other relative","Other","Male",0,0,40,"<=50K","United States"
40,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
65,"Private","HS to grad","Widowed","Adm clerical","Not in family","White","Female",0,0,20,"<=50K","United States"
53,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,52,">50K","United States"
56,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,1902,60,">50K","United States"
51,"State gov","Doctorate","Married civ spouse","Exec managerial","Husband","White","Male",7688,0,55,">50K","United States"
38,NA,"HS to grad","Married civ spouse",NA,"Husband","White","Male",0,0,40,"<=50K","United States"
44,"Private","Masters","Married civ spouse","Exec managerial","Husband","White","Male",0,0,50,">50K","United States"
49,"Self emp inc","HS to grad","Married civ spouse","Exec managerial","Husband","White","Male",0,1902,60,">50K","United States"
47,"Private","HS to grad","Divorced","Craft repair","Not in family","Black","Male",8614,0,44,">50K","United States"
22,"Private","Assoc to acdm","Married civ spouse","Prof specialty","Wife","White","Female",0,0,40,"<=50K","United States"
53,"Private","Some to college","Separated","Craft repair","Not in family","White","Male",0,2444,45,">50K","United States"
41,"Local gov","Some to college","Divorced","Protective serv","Not in family","White","Male",0,0,20,"<=50K","United States"
19,"Private","HS to grad","Never married","Adm clerical","Own child","White","Male",0,2001,40,"<=50K","United States"
27,"Local gov","Bachelors","Never married","Prof specialty","Not in family","Amer Indian Eskimo","Female",3325,0,43,"<=50K","United States"
48,"Self emp not inc","Assoc to voc","Married civ spouse","Exec managerial","Wife","White","Female",0,0,25,">50K","United States"
52,"Private","7th to 8th","Never married","Other service","Own child","White","Female",0,0,7,"<=50K","United States"
61,"State gov","Prof to school","Married civ spouse","Prof specialty","Husband","White","Male",0,1902,40,">50K","United States"
29,"Private","9th","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
41,"Private","Some to college","Divorced","Other service","Not in family","White","Male",0,0,21,"<=50K","United States"
38,"Private","Some to college","Divorced","Exec managerial","Unmarried","Black","Male",0,0,60,"<=50K","United States"
32,"Private","Some to college","Married civ spouse","Prof specialty","Wife","White","Female",0,0,40,">50K","United States"
37,"Private","HS to grad","Married civ spouse","Other service","Husband","White","Male",0,0,40,"<=50K","United States"
55,"Private","10th","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
62,"Local gov","HS to grad","Married civ spouse","Transport moving","Husband","White","Male",0,0,40,"<=50K","United States"
48,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
43,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,50,">50K","United States"
25,"Private","HS to grad","Never married","Sales","Own child","Black","Male",0,0,24,"<=50K","United States"
47,"Private","HS to grad","Separated","Other service","Not in family","White","Female",0,0,40,"<=50K","United States"
49,"Self emp not inc","Bachelors","Married civ spouse","Farming fishing","Husband","White","Male",0,0,70,"<=50K","United States"
55,"Private","HS to grad","Married civ spouse","Other service","Husband","White","Male",0,0,40,"<=50K","United States"
42,"Private","HS to grad","Divorced","Adm clerical","Unmarried","White","Female",0,0,40,"<=50K","United States"
40,"Private","HS to grad","Divorced","Adm clerical","Own child","White","Male",0,0,40,"<=50K","United States"
34,"Private","Assoc to voc","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,"<=50K","United States"
38,"Private","HS to grad","Separated","Sales","Unmarried","White","Female",0,0,10,"<=50K","United States"
39,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
45,"Private","Assoc to acdm","Divorced","Craft repair","Not in family","White","Female",0,0,55,"<=50K","United States"
43,"Private","Assoc to acdm","Never married","Sales","Own child","White","Male",0,0,40,"<=50K","United States"
32,"Federal gov","HS to grad","Never married","Exec managerial","Not in family","Black","Female",0,0,40,"<=50K","United States"
27,"Private","Masters","Never married","Prof specialty","Not in family","White","Male",0,0,40,"<=50K","United States"
57,"Private","Assoc to acdm","Divorced","Tech support","Not in family","White","Female",0,0,40,"<=50K","United States"
38,"Private","HS to grad","Married civ spouse","Adm clerical","Wife","White","Female",0,0,60,"<=50K","United States"
67,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
26,"Private","11th","Separated","Other service","Unmarried","White","Female",0,0,20,"<=50K","United States"
21,"Private","HS to grad","Never married","Machine op inspct","Own child","White","Male",0,0,40,"<=50K","United States"
17,"Private","10th","Never married","Other service","Own child","White","Male",0,0,15,"<=50K","United States"
51,"Self emp not inc","Assoc to acdm","Separated","Sales","Not in family","Black","Male",0,0,30,"<=50K","United States"
29,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
28,"Private","Bachelors","Never married","Craft repair","Own child","White","Male",0,0,40,">50K","United States"
32,"Private","Assoc to acdm","Married civ spouse","Prof specialty","Husband","White","Male",0,0,45,">50K","United States"
31,"Local gov","Some to college","Married civ spouse","Protective serv","Husband","White","Male",3464,0,45,"<=50K","United States"
26,"Private","Some to college","Married civ spouse","Handlers cleaners","Husband","White","Male",0,0,40,">50K","United States"
28,"Local gov","Bachelors","Divorced","Prof specialty","Not in family","White","Female",0,0,40,"<=50K","United States"
40,"Private","Masters","Never married","Prof specialty","Not in family","White","Female",0,0,40,"<=50K","United States"
51,"Private","7th to 8th","Never married","Handlers cleaners","Own child","White","Male",0,0,19,"<=50K","United States"
62,"Private","Some to college","Married civ spouse","Transport moving","Husband","Black","Male",0,0,20,"<=50K","United States"
54,"Private","10th","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,60,"<=50K","United States"
55,"Private","HS to grad","Separated","Other service","Not in family","White","Female",0,0,16,"<=50K","United States"
24,"Private","HS to grad","Never married","Handlers cleaners","Not in family","White","Male",0,0,20,"<=50K","United States"
27,"Private","Masters","Never married","Adm clerical","Own child","White","Male",0,0,45,"<=50K","United States"
18,"Private","HS to grad","Never married","Transport moving","Own child","White","Male",0,0,30,"<=50K","United States"
22,"Private","Bachelors","Never married","Prof specialty","Not in family","Amer Indian Eskimo","Female",14344,0,40,">50K","United States"
21,"Private","HS to grad","Never married","Sales","Not in family","White","Female",0,0,40,"<=50K","United States"
50,NA,"Masters","Married civ spouse",NA,"Husband","White","Male",0,0,60,">50K","United States"
38,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
39,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,50,">50K","United States"
27,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
35,"Private","11th","Divorced","Craft repair","Not in family","Black","Male",0,0,40,"<=50K","United States"
51,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,1977,60,">50K","United States"
60,"Private","Some to college","Married civ spouse","Other service","Husband","White","Male",0,0,40,"<=50K","United States"
62,NA,"Some to college","Married civ spouse",NA,"Husband","White","Male",7298,0,40,">50K","United States"
38,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
37,"Private","Some to college","Separated","Handlers cleaners","Not in family","Black","Male",0,0,35,"<=50K","United States"
43,"Private","Some to college","Divorced","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
49,"State gov","Some to college","Divorced","Adm clerical","Unmarried","White","Female",0,0,50,"<=50K","United States"
17,"Private","10th","Never married","Other service","Own child","White","Female",0,0,25,"<=50K","United States"
32,"Private","HS to grad","Never married","Other service","Not in family","White","Male",0,0,60,"<=50K","United States"
23,"Private","Bachelors","Never married","Prof specialty","Not in family","White","Female",0,0,38,"<=50K","United States"
28,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,1887,40,">50K","United States"
83,"Self emp inc","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,2392,55,">50K","United States"
25,"Private","Bachelors","Never married","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
42,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,1485,60,"<=50K","United States"
46,"Local gov","11th","Never married","Other service","Not in family","White","Male",0,0,40,"<=50K","United States"
29,"Private","Bachelors","Never married","Prof specialty","Not in family","Other","Female",0,0,50,"<=50K","United States"
44,"Private","Masters","Married civ spouse","Exec managerial","Husband","White","Male",0,0,45,">50K","United States"
60,"Self emp not inc","Prof to school","Married civ spouse","Sales","Husband","White","Male",0,0,45,">50K","United States"
30,"Local gov","Assoc to voc","Divorced","Protective serv","Unmarried","Amer Indian Eskimo","Female",0,0,40,"<=50K","United States"
24,"Private","Some to college","Never married","Sales","Own child","White","Female",0,0,17,"<=50K","United States"
17,"Private","10th","Never married","Other service","Own child","White","Female",0,0,10,"<=50K","United States"
76,NA,"11th","Widowed",NA,"Other relative","White","Female",0,0,16,"<=50K","United States"
31,"Private","Assoc to acdm","Never married","Tech support","Own child","White","Female",0,0,40,"<=50K","United States"
52,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
39,"Private","Bachelors","Never married","Exec managerial","Own child","Asian Pac Islander","Female",0,0,35,"<=50K","United States"
73,"Self emp inc","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,50,">50K","United States"
38,"Private","HS to grad","Never married","Other service","Unmarried","Black","Female",0,0,24,"<=50K","United States"
48,"Private","HS to grad","Divorced","Other service","Not in family","Black","Female",0,0,20,"<=50K","United States"
60,"Private","10th","Widowed","Sales","Not in family","White","Female",0,0,40,"<=50K","United States"
26,"Private","HS to grad","Never married","Transport moving","Not in family","White","Male",0,0,40,"<=50K","United States"
20,"Private","HS to grad","Never married","Other service","Other relative","White","Male",0,0,40,"<=50K","United States"
54,"State gov","Doctorate","Never married","Exec managerial","Not in family","White","Female",0,0,40,">50K","United States"
50,"Local gov","HS to grad","Married civ spouse","Other service","Husband","Black","Male",0,0,40,"<=50K","United States"
20,"Private","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
23,"Private","Some to college","Never married","Adm clerical","Other relative","Black","Male",0,0,22,"<=50K","United States"
35,"Private","Assoc to voc","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
43,"Private","10th","Never married","Machine op inspct","Not in family","Black","Male",0,0,40,"<=50K","United States"
50,"Private","HS to grad","Married civ spouse","Adm clerical","Husband","White","Male",0,0,32,"<=50K","United States"
58,"Private","1st to 4th","Separated","Farming fishing","Not in family","Black","Male",0,0,50,"<=50K","United States"
55,"State gov","Assoc to acdm","Divorced","Adm clerical","Own child","Asian Pac Islander","Male",0,0,40,"<=50K","United States"
29,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,45,">50K","United States"
47,"Private","Some to college","Divorced","Machine op inspct","Not in family","White","Female",0,0,40,"<=50K","United States"
39,"Private","HS to grad","Married civ spouse","Prof specialty","Wife","Black","Female",0,0,40,"<=50K","United States"
63,"Local gov","HS to grad","Married civ spouse","Adm clerical","Wife","White","Female",0,0,35,">50K","United States"
27,"Private","HS to grad","Never married","Transport moving","Not in family","White","Male",0,0,60,"<=50K","United States"
62,NA,"11th","Divorced",NA,"Not in family","Black","Female",0,0,40,"<=50K","United States"
38,"Private","Some to college","Never married","Exec managerial","Own child","White","Female",0,0,40,"<=50K","United States"
25,"Private","HS to grad","Never married","Handlers cleaners","Not in family","White","Male",0,0,65,"<=50K","United States"
40,"Federal gov","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
42,"Private","Doctorate","Never married","Prof specialty","Not in family","White","Male",0,0,50,"<=50K","United States"
52,"Private","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,0,40,">50K","United States"
46,"Private","Bachelors","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,">50K","United States"
33,"Private","HS to grad","Divorced","Other service","Unmarried","White","Female",0,0,40,"<=50K","United States"
58,"Private","HS to grad","Never married","Adm clerical","Unmarried","White","Female",0,0,40,"<=50K","United States"
52,"Local gov","HS to grad","Divorced","Tech support","Unmarried","White","Male",4934,0,36,">50K","United States"
25,"Self emp not inc","Bachelors","Never married","Exec managerial","Not in family","White","Male",13550,0,35,">50K","United States"
54,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,40,">50K","United States"
46,"Private","Masters","Married civ spouse","Adm clerical","Husband","White","Male",0,1740,60,"<=50K","United States"
28,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
24,"Self emp not inc","7th to 8th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
39,"Private","Bachelors","Never married","Exec managerial","Not in family","White","Female",0,0,40,"<=50K","United States"
60,"Federal gov","Some to college","Married civ spouse","Tech support","Husband","White","Male",0,0,40,"<=50K","United States"
22,"Private","HS to grad","Never married","Other service","Unmarried","White","Female",0,0,40,"<=50K","United States"
27,"Private","Bachelors","Never married","Exec managerial","Own child","White","Female",0,0,40,"<=50K","United States"
35,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,45,">50K","United States"
47,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,50,"<=50K","United States"
33,"Self emp not inc","Bachelors","Married civ spouse","Prof specialty","Wife","White","Female",0,0,50,">50K","United States"
40,"Self emp inc","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,45,">50K","United States"
38,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",5178,0,40,">50K","United States"
26,"Private","Assoc to acdm","Separated","Craft repair","Not in family","Other","Female",0,0,40,"<=50K","United States"
54,"Self emp not inc","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,50,">50K","United States"
60,"Private","7th to 8th","Divorced","Machine op inspct","Not in family","White","Male",0,0,40,"<=50K","United States"
32,"Private","Masters","Never married","Exec managerial","Not in family","White","Female",0,0,40,"<=50K","United States"
19,"State gov","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,15,"<=50K","United States"
49,NA,"HS to grad","Married civ spouse",NA,"Husband","White","Male",0,0,60,"<=50K","United States"
31,"Private","11th","Never married","Adm clerical","Unmarried","White","Female",0,0,48,"<=50K","United States"
29,"Private","HS to grad","Separated","Sales","Unmarried","White","Female",0,0,25,"<=50K","United States"
39,"Private","HS to grad","Never married","Sales","Unmarried","Black","Female",0,0,40,"<=50K","United States"
26,"Private","HS to grad","Divorced","Other service","Unmarried","White","Female",0,0,35,"<=50K","United States"
27,"Private","Assoc to voc","Never married","Exec managerial","Own child","White","Male",0,0,40,"<=50K","United States"
52,"Private","9th","Widowed","Adm clerical","Unmarried","White","Female",0,0,40,"<=50K","United States"
50,"Local gov","Some to college","Divorced","Other service","Unmarried","Black","Female",0,0,40,"<=50K","United States"
51,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,45,">50K","United States"
51,"Federal gov","HS to grad","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,">50K","United States"
40,"Private","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,0,40,">50K","United States"
61,"Private","7th to 8th","Widowed","Farming fishing","Not in family","Black","Male",0,0,40,"<=50K","United States"
35,"Private","HS to grad","Divorced","Craft repair","Unmarried","White","Male",0,0,40,"<=50K","United States"
41,NA,"HS to grad","Divorced",NA,"Not in family","Black","Female",0,0,28,"<=50K","United States"
31,"Private","Masters","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
43,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,1902,40,">50K","United States"
20,"Private","HS to grad","Never married","Handlers cleaners","Own child","White","Male",0,0,40,"<=50K","United States"
35,"Private","Some to college","Separated","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
30,"Private","Some to college","Married civ spouse","Sales","Husband","White","Male",0,1672,45,"<=50K","United States"
42,"Self emp not inc","Prof to school","Married civ spouse","Prof specialty","Husband","White","Male",0,1887,40,">50K","United States"
51,"Private","HS to grad","Married civ spouse","Handlers cleaners","Husband","White","Male",0,0,40,">50K","United States"
69,"Self emp not inc","9th","Married civ spouse","Farming fishing","Husband","White","Male",0,0,25,"<=50K","United States"
63,NA,"9th","Married civ spouse",NA,"Husband","White","Male",5178,0,40,">50K","United States"
29,"Federal gov","Some to college","Never married","Adm clerical","Unmarried","Black","Female",2174,0,40,"<=50K","United States"
21,"Private","Some to college","Never married","Sales","Own child","White","Male",0,0,20,"<=50K","United States"
24,"Private","Bachelors","Never married","Tech support","Not in family","White","Male",0,0,55,"<=50K","United States"
55,"Private","HS to grad","Married civ spouse","Other service","Husband","Black","Male",0,0,40,"<=50K","United States"
42,"Self emp not inc","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,45,"<=50K","United States"
48,"Private","11th","Married civ spouse","Other service","Wife","White","Female",0,0,40,"<=50K","United States"
31,"Private","Bachelors","Never married","Tech support","Not in family","White","Female",0,0,42,"<=50K","United States"
52,"Private","Assoc to voc","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
30,"Private","Some to college","Never married","Other service","Not in family","White","Female",0,0,40,"<=50K","United States"
29,"Private","HS to grad","Never married","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
32,"Private","Some to college","Married civ spouse","Handlers cleaners","Husband","White","Male",0,0,40,"<=50K","United States"
47,"Private","Some to college","Married civ spouse","Prof specialty","Husband","White","Male",7688,0,40,">50K","United States"
56,"Private","9th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
40,"Private","Some to college","Married civ spouse","Transport moving","Husband","White","Male",0,0,40,"<=50K","United States"
20,"Private","Some to college","Never married","Prof specialty","Own child","White","Female",0,0,10,"<=50K","United States"
36,"Private","Some to college","Separated","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
45,"Private","Bachelors","Never married","Prof specialty","Not in family","White","Male",0,0,40,"<=50K","United States"
38,"Private","9th","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,"<=50K","United States"
60,"State gov","Prof to school","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
70,"Self emp not inc","Masters","Married civ spouse","Exec managerial","Husband","Black","Male",0,0,40,"<=50K","United States"
21,"Private","Some to college","Never married","Other service","Own child","White","Female",0,0,30,"<=50K","United States"
57,"Private","HS to grad","Widowed","Adm clerical","Not in family","White","Female",0,0,40,"<=50K","United States"
33,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,48,"<=50K","United States"
37,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,1902,50,"<=50K","United States"
50,"Self emp not inc","Prof to school","Married civ spouse","Exec managerial","Husband","White","Male",99999,0,50,">50K","United States"
68,"Private","Some to college","Married civ spouse","Sales","Husband","White","Male",0,2377,55,">50K","United States"
32,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
30,"Private","Prof to school","Divorced","Prof specialty","Not in family","White","Male",10520,0,50,">50K","United States"
18,"Private","11th","Never married","Handlers cleaners","Own child","White","Male",0,0,30,"<=50K","United States"
45,"Private","Some to college","Divorced","Prof specialty","Unmarried","White","Female",0,0,20,"<=50K","United States"
38,"Private","Bachelors","Never married","Machine op inspct","Not in family","White","Female",0,0,8,"<=50K","United States"
37,"Private","Assoc to voc","Divorced","Prof specialty","Not in family","White","Female",0,0,40,"<=50K","United States"
23,"Private","Bachelors","Never married","Farming fishing","Not in family","White","Male",0,0,40,"<=50K","United States"
